city,state_name
Fx Station,Virginia
Burke,Maryland
Moon Township,Pennsylvania
Lufkin,Texas
Prineville,Oregon
Walker,Louisiana
Lakeville,Connecticut
Martinsville,New Jersey
Haines City,Florida
Lutherville-Timonium,Maryland
Swartswood,New Jersey
Cottage Grove,Oregon
Lawai,Hawaii
Berlin,Pennsylvania
Alexandrai,Virginia
Altus,Arkansas
Pacifica,California
West Rutland,Vermont
San Franciso,California
Nokevile,Virginia
Wichita Falls,Texas
Clarksburg,California
Golf,Illinois
Bemus Point,New York
Lake Toxaway,North Carolina
Mokane,Missouri
Churton,Maryland
Asgburn,Virginia
Bronxvilole,New York
Chesterville,Maine
Southern Shores,North Carolina
Newton,Illinois
Danboro,Pennsylvania
Apo Ap,California
Green Bay,Wisconsin
Kunkletown,Pennsylvania
Benton,Pennsylvania
Carneys Pt,New Jersey
Alto,New Mexico
Odebolt,Iowa
Eastville,Virginia
Rosendale,New York
Helendale,California
Charlotte Amalie,Virgin Islands
Philo,California
Phoenix,New Mexico
Boxford,Massachusetts
Corydan,Indiana
Huntsville,Tennessee
Albany,California
Rustburg,Virginia
Luthersville,Georgia
Uintah,Utah
Robesonia,Pennsylvania
Nettleton,Mississippi
Grant,Michigan
Northville,Indiana
La Fayette,New York
Aspers,Pennsylvania
Crawfordsville,Indiana
Tarrs,Pennsylvania
Meadow Bridge,West Virginia
Manhattan,Kansas
Bethsda,Maryland
"Morgantown, Wv 26501 592",West Virginia
The Villages,Florida
Mashpee,Massachusetts
Bethlehem,Pennsylvania
Darien,Connecticut
Brighton,Colorado
N Muskegon,Michigan
Haviland,Kansas
Veiera,Florida
West Valley,Utah
Upper Saddle Rv,New Jersey
Spotslyvania,Virginia
Harborcreek,Pennsylvania
Independence,Virginia
Prince Georges County,Maryland
Huntsville,Texas
"Three Rivers ",Minnesota
Decatur,Indiana
Dewittville,New York
Carversville,Pennsylvania
Wahoo,Nebraska
Delanco,New Jersey
Uxbrlidge,Massachusetts
Paxton,Nebraska
Oakbrook Terrace,Illinois
Calverton,New York
Clinton,North Carolina
Stephenville,Texas
Westwood,Missouri
Commerce,Georgia
Bellevue,Nebraska
Guaynabo,Puerto Rico
Duluth,Minnesota
Manhasset Hills,New York
Vancuver,Washington
Port St. Lucie,Texas
Binbrook,Texas
Solon,Ohio
Richwood,Ohio
Harper,Texas
Dumfiries,Virginia
Franklin,New York
Selinsgrove,Pennsylvania
Waitsfield,Vermont
Kettle Falls,Washington
Fun Prairie,Wisconsin
Hendersonville,Virginia
Harlan,Iowa
Timnath,Colorado
Quinque,Virginia
White Hse Sta,New Jersey
Jamesport,Missouri
Zieglerville,Pennsylvania
New Underwood,South Dakota
Highland Mls,New York
Red Bluff,California
Augusta,Kentucky
Fair Play,South Carolina
Tenasly,New Jersey
District of Columbia,District of Columbia
Urbandale,Iowa
North Haven,Connecticut
Pompton Lakes,New Jersey
Dalton,Pennsylvania
Bristol,Pennsylvania
Sand Springs,Oklahoma
Farmington,Connecticut
Boiling Springs,South Carolina
Wheatley Height,New York
Douglas,Alaska
Scottdale,Arizona
Garrison,Maryland
Colorado City,Colorado
Elizabeth,Minnesota
Freedom,Pennsylvania
Downing,Wisconsin
Glenwood,Florida
Zlate Moravce,California
Rose Bud,Arkansas
"Loton ",Virginia
Saint Augustine,Florida
Randolph,Missouri
Geneva,Nebraska
Fairmount Heights,Maryland
Merion Sta,Pennsylvania
Durnham,North Carolina
Springfield,Illinois
Raligh,North Carolina
Lykens,Pennsylvania
Harrahna,Louisiana
Atlantic,Georgia
Hansville,Washington
Bonita Springs,Florida
Sherwood,Maryland
Maysville,Missouri
Tacoma,New York
Kirkland,Washington
Sevierville,Tennessee
Bethany,West Virginia
St. Helen,Michigan
Renton,Washington
Alstead,New Hampshire
Leesburg Pike,Maryland
Eden,Utah
Apo,Maryland
La Mesa,California
"Derwood, Md 20855 1708",Maryland
"Bangkok, Thailand",Military Pacific
Andover,Vermont
Ft Huachuca,Arizona
North Dinwiddie,Virginia
Bridport,Vermont
Montville,New Jersey
Nanticoke,Maryland
Silver Spr,Maryland
Buffalo,South Carolina
Chandler,Oklahoma
"Woodbridge, Va 22192 236",Virginia
Parker,Texas
Rehobeth,Massachusetts
Brentwood,Tennessee
Miami Lakes,Florida
Pueblo,Colorado
Nehalem,Oregon
Purgitsville,West Virginia
Manchester Township,New Jersey
Westhampton Beach,New York
Senatobia,Mississippi
Hyttsville,Maryland
Red Lake Falls,Minnesota
Prnc Frederck,Maryland
Wdc,Florida
Old Mystic,Connecticut
Walnut Shade,Missouri
Elmore,Ohio
Lake Placid,New York
Gladstone,Missouri
Tetonia,Idaho
Hillsboro,Texas
Laurens,Iowa
Watkinsville,Georgia
Chaplin,Connecticut
Clinton,Utah
Callaway,Maryland
Bethany,Illinois
Almaty,Military Pacific
Aspinwall,Pennsylvania
Fort Leonard Wood,Missouri
Rock Tavern,New York
Mountain View,California
Bloomingdale,Illinois
Liverpool,New York
New York,Nevada
Bangor,Maine
"Washington,",District of Columbia
Bendersville,Pennsylvania
New Yotk,New York
Fort Meade,Florida
East Quague,New York
Melba,Idaho
Woodbine,Kansas
Spencer,Virginia
Plainfield,Indiana
Grimesland,North Carolina
Ecorse,Michigan
Petaluma,California
Sea Ranch Lakes,Florida
Gosport,Indiana
Buies Creek,North Carolina
Pinnacle,North Carolina
Alvarado,Texas
Mingoville,Pennsylvania
Saint Stephens Church,Virginia
Segrate,Michigan
Watervliet,New York
Dogue,Virginia
North Salt Lake,Utah
Brooklyn Park,Maryland
Alexandira,Virginia
Gambier,Ohio
Saxe,Virginia
Simsburry,Connecticut
Menlo Park,New Jersey
Gratiot,Wisconsin
Pittsburgh,Utah
Southport,Florida
Sanger,Texas
Macomb,Michigan
New Cumberlnd,Pennsylvania
Sausalito,California
Villa Rica,Georgia
Dover,Idaho
Walls,Mississippi
Casselbury,Florida
Tilson,New York
Mays Landings,New Jersey
Manor,Texas
Ridge,New York
Greenbush,Minnesota
Moab,Utah
Cedar Bluff,Virginia
Monrova,Maryland
Marble Falls,Texas
Sparrows Point,Maryland
Humbel,Texas
San Jacinto,California
Unknown,New Jersey
Jurupa Valley,California
Jamaica/Queens,New York
Baskins Ridge,New Jersey
Honesdale,Pennsylvania
Camnbridge,Massachusetts
Wenham,Massachusetts
Stoneham,Maine
Rector,Pennsylvania
Townsend,Massachusetts
Mustang,Oklahoma
Highland,California
Riverbank,California
Cottage City,Maryland
Brant Lake,New York
Annapolis Junction,Maryland
Bancroft,West Virginia
East Bangor,Pennsylvania
Tahlequah,Oklahoma
Belle,West Virginia
Pembroke Pines,Delaware
Kingsley,Michigan
West Chapel,Florida
Doylestown,Pennsylvania
Alcoa,Tennessee
Richfield,Ohio
Lafayette,Oregon
Walker,Minnesota
Arlington,Indiana
Rock Hall,Maryland
Fpo Ap,Military Europe
Cherry Valley,California
Concord,Maryland
Wardensville,West Virginia
Weeki Wachee,Florida
Mount Vernon,Ohio
Rockbridge Baths,Virginia
Brooklyn,Pennsylvania
Salisbury,Pennsylvania
Tomales,California
Plaistow,New Hampshire
Woodville,Ohio
Chanhassen,Minnesota
Astoria,Oregon
Millerville,Maryland
Bellrose,New York
Hewitt,Texas
Island Hts,New Jersey
Elkins Park,Pennsylvania
Forrestville,Maryland
Rocky Mountain,Virginia
Bondurant,Iowa
Murphysboro,Illinois
South Weymouth,Massachusetts
Edwardsville,Illinois
Hewlett Harbor,New York
Irivne,California
Tupelo,Mississippi
Vashon,Washington
Bourbonnais,Illinois
Egg Harbor,New Jersey
Duxbury,Virginia
W. Worthington,Ohio
Palomar Park,California
Matwan,New Jersey
Flemington,New Jersey
Altoona,Florida
Torrance,California
Hamilton,New York
Nabb,Indiana
Pelham Manor,New York
Baldwin City,Kansas
Welcome,North Carolina
Edinburgh,Indiana
Tionesta,Pennsylvania
Fremont,California
Barto,Pennsylvania
Ottsville,Pennsylvania
Allendale,Michigan
Arcola,Illinois
Lindenhurst,Illinois
Raymond,New Hampshire
Glendale Heights,Illinois
Pahoa,Hawaii
Putnam,Connecticut
Boulder City,Nevada
Falls Village,Connecticut
Corunna,Michigan
Hillsborough,New Jersey
Port Carbon,Pennsylvania
Orleans,California
Bloomfeld,New Jersey
Richmond,Vermont
Ponce Inlet,Florida
Laurel Hill,Florida
Staunton,Illinois
Pomona,New York
Sevgeautsville,New Jersey
Barranquitas,Puerto Rico
Montrose,West Virginia
Manhattenville,New York
Alabaster,Alabama
West Baldwin,Maine
Hayes,Kansas
Fayville,Massachusetts
Kilauen,Hawaii
Scarsdale,New York
Millington,New Jersey
Verdi,Nevada
Morton Grove,Illinois
Maple Park,Illinois
Roxbury,Maine
Chowchilla,California
Bajadero,Puerto Rico
Middle Gorve,New York
Carencro,Louisiana
Coles Point,Virginia
Bryant,Alabama
Milldale,Connecticut
Fort Worthd,Texas
Delaware,New Jersey
Sandy Springs,Maryland
Hillsboro,West Virginia
Milwaukee,Oregon
Buckeystown,Maryland
White Marsh,Maryland
Sundance,Wyoming
Newport Coast,California
Burleson,Texas
Sainte Genevieve,Missouri
Hill City,South Dakota
E Providence,Rhode Island
Ft.Wayne,Indiana
Bridge Water,New Jersey
Pavo,Georgia
Hurlburt Fld,Florida
Boswell,Pennsylvania
Natchez,Mississippi
Claremont,Virginia
North Prince George,Virginia
Cambridge,Maine
Alum Bank,Pennsylvania
Gallup,New Mexico
Port Jefferson,New York
Fairhaven,Massachusetts
North Merrick,New York
Maple Shade,New Jersey
Willmette,Illinois
Apo Ae 09175,Virginia
Pleasanton,Texas
Makanda,Illinois
Montrose,Colorado
Bennington,Vermont
Jefferson Township,Pennsylvania
West Valley City,Utah
Newbury,California
Washville,Tennessee
Princeton Junction,New Jersey
Salt Lake City,Utah
Franklin,Virginia
Munich,Alabama
"Alexandria, Va 22315 586",Virginia
Longboat Key,Florida
Taylorsville,North Carolina
Pumpeno Beach,Florida
Baltimore City,Maryland
Graysonville,Maryland
Lakewood Ranch,Florida
Delmar,Maryland
Foristell,Missouri
Acton,California
Santa Ana,California
Franconia,New Hampshire
Mount Laurel,New Jersey
Stanton,Michigan
Frederick,Texas
Somers,Connecticut
Honey Brook,Pennsylvania
Smithfield,Virginia
Meridianville,Alabama
Wycote,Pennsylvania
Pleasant Hill,California
Hartfield,Virginia
Bellevue,Iowa
Fpo,Virginia
The Hills,Texas
Llewellyn,Pennsylvania
Fort Calhoun,Nebraska
Coxsackie,New York
Bamberg,South Carolina
Marlboro,New Jersey
St John,Virgin Islands
Chama,New Mexico
Manchaca,Texas
Winsor,Connecticut
Malden On Hudson,New York
Mclaughlin,South Dakota
Searsport,Maine
Windom,Minnesota
Germantown,Maryland
Valmeyer,Illinois
Boulder Creek,California
Rensselaerville,New York
Randolph,Nebraska
Fairbanks,Alaska
Church Creek,Maryland
"Milan, 20122",Michigan
Avonmore,Pennsylvania
Fishing Creek,Maryland
Ridge Water,New Jersey
Huntingdon Vy,Pennsylvania
"Chicago,",Illinois
Edgemere,Maryland
Troy,New York
Charlton,Massachusetts
Sherwood,Arkansas
North Sioux City,South Dakota
Winston Salem,North Carolina
Shirley,New York
"Bethesda, Md 20816 2138",District of Columbia
Old Orchard Beach,Maine
Reading,Michigan
Box 77 American,District of Columbia
"Mclean, Va 22101 2117",Virginia
Cheasapeake,Virginia
Webster,Texas
Whitesburg,Tennessee
Birmingham,Arizona
Falls Curch,Virginia
Isla Verde,Puerto Rico
Windber,Pennsylvania
Manchester,Pennsylvania
McCook,Nebraska
Sunshine,Louisiana
Kearny,Arizona
Fair Oaks,Texas
Southboro,Massachusetts
Wakeland,Florida
West Hils,California
Oakbrook,Illinois
Far Rockaway,New York
Benton,Arkansas
Marysville,Washington
Milton,Wisconsin
Black Creek,Wisconsin
Mountainview,California
Bergenfield,New Jersey
Syracuse,New York
Pittsfield,Vermont
Big Sur,California
Oskaloosa,Iowa
Pauls Valley,Oklahoma
West Henrietta,New York
"Carlsbad,",California
Merrimac,Massachusetts
East Windsor,Connecticut
Brookmont,Maryland
Fort Republic,Maryland
Elk Grove,Texas
San Marcos,Texas
Sandston,Virginia
N Massapequa,New York
Point,Texas
Stem,North Carolina
Merillville,Indiana
Westminster,Massachusetts
Tupper Lake,New York
Berkeley Spring,West Virginia
Wasila,Alaska
Saugerties,New York
W Roxbury,Massachusetts
Brooktondale,New York
Kelso,Washington
Carnegie,Oklahoma
Coxs Mills,West Virginia
Burlington Twp.,New Jersey
Rayne,Louisiana
New York New York,New York
Pomeroy,Washington
Bluefield,Virginia
Middleburg Heights,Ohio
Wurtland,Kentucky
Hastings- On-Hudson,New York
Harlem,Georgia
Palisades Park,New Jersey
Richmond Hill,New York
Bay Harbor Islands,Florida
Madrid,North Carolina
Chessie,Connecticut
"Washington ",Federated States of Micronesia
Ayden,North Carolina
West Granby,Connecticut
Winnsboro,South Carolina
Lovettsville,Virginia
Shoreham,New York
Cridersville,Ohio
Cheraw,South Carolina
Scotrun,Pennsylvania
Holliwead,New York
Sayreville,New Jersey
Newark,New Jersey
Livonia,Michigan
New Hamburg,New York
Antioch,New Jersey
Tallahassee,Florida
Fanwood,New Jersey
Butler,Kentucky
East Hampton,New Jersey
Gilbert,California
Mount Pleasant,Michigan
Elliicott City,Maryland
Gimpo-Si,Military Pacific
Canal Winchester,Ohio
Westlake Village,California
Ramona,South Dakota
"Washington, Dc 20002",District of Columbia
Goodells,Michigan
Kingwood,Texas
Kokomo,Michigan
Mc Gaheysville,Virginia
Pylesville,Maryland
Scardale,New York
Bullard,Texas
Fort Wayne,Indiana
Berwick,Maine
"Lakeworth,",Florida
Penrose,North Carolina
Jamestown,North Dakota
West End,North Carolina
Fond Du Lac,Wisconsin
Newmarket,New Hampshire
Teaneck,Massachusetts
Zionsville,Indiana
Fort Benning,Georgia
Cedarburg,Wisconsin
Salem,Ohio
san lorenzno,California
New Prauge,Minnesota
Cold Spg Hbr,New York
Stormville,New York
Sandord,North Carolina
Fair Oaks Ranch,Texas
Hickory,North Carolina
Berwick,Louisiana
Garnet Valley,Pennsylvania
San Lorenzo,Puerto Rico
Bloomfield,Connecticut
Scott Township,Pennsylvania
Surgarloaf,Pennsylvania
N. Charleston,South Carolina
Jamaica Estates,New York
Highland Beach,Florida
Ovid,New York
Sallis,Mississippi
Vernon Rockville,Connecticut
Independence,Oregon
Reading,Pennsylvania
Moores Hill,Indiana
Chester,West Virginia
Chapmanville,West Virginia
N Potomac,Maryland
Elma,New York
Leoma,Tennessee
Palms Beach Gardens,Florida
Brooksville,Maine
Waimanalo,Hawaii
Seminole,Florida
Raritan,New Jersey
Lake Luzerne,New York
frankfort,Indiana
Madrid,Military Europe
18chmond,Virginia
Westtown,New York
Nashville,South Carolina
McCrory,Arkansas
"Falls Church, Va 22042 3",Alabama
Wrightstown,New Jersey
Lenoir,North Carolina
Stahlstown,Pennsylvania
Loudon,Tennessee
Chincoteque Island,Virginia
Woodstock,Georgia
Amherst,Massachusetts
Highland Beach,Maryland
Friendsville,Maryland
Thiells,New York
Chestefield,Missouri
Gaitherburg,Alabama
St Louis,Michigan
Oak Park,Michigan
Wash,District of Columbia
Humboldt,Iowa
White Haven,Pennsylvania
Mohican Hills,District of Columbia
Avon Lake Rd,Ohio
Cinnaminson,New Jersey
Pinconning,Michigan
Haverton,Pennsylvania
Bethel Acres,Oklahoma
Pocono Pines,Pennsylvania
Troutdale,Oregon
Gladstone,Virginia
Hiawassee,Georgia
Wainscott,New York
Hustisford,Wisconsin
Wake,Virginia
Springbrook,Pennsylvania
Landisville,New Jersey
Westminister,Maryland
Windsor,Illinois
Brudbecks,Pennsylvania
Davenport,California
Interlaken,New Jersey
Lawrenceville,Virginia
Columbia,Mississippi
Shorewwod,Wisconsin
Firfield,California
Warwood,West Virginia
Lone Tree,Colorado
Amenia,New York
Nutrioso,Arizona
Sheldon,South Carolina
Weldon,California
Ashville,Pennsylvania
Cleverly,Maryland
Dania,Florida
Des Pere,Missouri
Provo,Utah
West Tisbury,Massachusetts
Pawnee City,Nebraska
Robins,Iowa
Montgomery Vlg,Maryland
Little Plymouth,Virginia
Romulus,New York
Hollister,Missouri
Brandywine,Maryland
Nowata,Oklahoma
Rocky River,Ohio
W Mif Flin,Pennsylvania
Crystal Falls,Michigan
Junction City,Ohio
Mebane,North Carolina
Rexburg,Idaho
Weesatche,Texas
Crescent City,California
Portland,Texas
Mayodan,North Carolina
Vero Beach,Florida
Bellingham,Massachusetts
Beaver,West Virginia
Belleair Bluffs,Florida
Deerwood,Minnesota
Crescent,Pennsylvania
Newport Branch,California
Cynthiana,Indiana
Palos Park,Illinois
South Ogden,Utah
Chase City,Virginia
Saugatuck,Michigan
Condon,Montana
Stanton,Nebraska
Fort McPherson,Georgia
North Brookfield,Massachusetts
Worcester,New York
Bloomfiled,New Jersey
South Chantham,Massachusetts
North Little Rock,Arkansas
Aguaanga,California
Quincy,Washington
Champlin,Minnesota
Maize,Kansas
Erwinna,Pennsylvania
Panama,Military Pacific
Carg,North Carolina
"Washington, Dc 20015 211",Virginia
Hackettstown,New Jersey
Philipsburg,Pennsylvania
East Chicago,Indiana
New Rochelle,New York
North Bethesa,Maryland
Stockbridge,Georgia
Morgantown,West Virginia
Fombell,Pennsylvania
Hamburg,New York
Martin,Tennessee
Lacey,Washington
Columbia Falls,Montana
MacHuas,Maine
Rockmart,Georgia
University Place,Washington
Bloomfield,New Mexico
Newbury,New Hampshire
N Little Rock,Arkansas
Dagenham,Military Europe
Ft.Washington,Maryland
Tacom,Washington
Walkersville,Maryland
Hiawatha,Iowa
Kettering,Maryland
Millinocket,Maine
Palisades Pk,New Jersey
Vacaville,California
Whitesburg,Kentucky
Cynthiana,Kentucky
Rdihackettstown,New Jersey
Wilmington,New York
Cabot,Pennsylvania
Faulkner,Maryland
Marengo,Illinois
West Mifflin,Pennsylvania
Trumball,Connecticut
Cpe Canaveral,Florida
Andarko,Oklahoma
Keyport,New Jersey
Charlotte,Vermont
Wareham,Massachusetts
Waterloo,Illinois
West Brattleboro,Vermont
"Darnestown, Md 20874 310",Maryland
Houma,Louisiana
Greenbay,Wisconsin
Branchville,New Jersey
Rockville,New York
Brownstown,Pennsylvania
"Washington, Dc 20010 242",Virginia
Spring Mills,Pennsylvania
Williston,South Carolina
Brightwaters,New York
Ocean Pnes,Maryland
Midland,Virginia
Bamberg 96047,California
Chanute,Kansas
Bertrand,Nebraska
Hyatts,Maryland
White River Jct,Vermont
Wichita,Nebraska
Palm Harbor,Florida
Cohasset,Minnesota
Rockledge,Florida
Bingham Farms,Michigan
New Richland,Minnesota
Lookout Mountain,Tennessee
Tiskilwa,Illinois
Peterstown,West Virginia
Taylorville,Mississippi
Bakersville,North Carolina
Newton,New Jersey
Flemington,West Virginia
St. Petersburg,Florida
Aldie,Virginia
Creswell,Oregon
Beaver Falls,Pennsylvania
Louiville,Tennessee
Strongsville,Ohio
South Windsor,Connecticut
St. Rose,Louisiana
Newtown,Connecticut
Wallkill,New York
Holland,Michigan
Florence,Mississippi
Kenmore,New York
Santa Rsa Bch,Florida
Bedford,Indiana
Avoca,New York
New Brunswick,New Jersey
Foxborough,Massachusetts
New Castle,New Hampshire
Elmwood Park,Illinois
Montclair,California
Rochester Hills,Michigan
Woodland,California
Surpri,Arizona
Sylmar,California
Zebulon,Georgia
Window  Rock,Arizona
Sparta,Wisconsin
Oakhill,Virginia
Fairpoint,New York
Burnswick,Maine
Leesburg,New Jersey
Barre,Vermont
Silver Sprirng,Maryland
Wilmerding,Pennsylvania
Leola,Pennsylvania
Glassboro,New York
Laguna,New Mexico
Wharton,Ohio
Naperville,Illinois
Chelsea,Vermont
